model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
Xperia acro HD SOI12,1.0,280.0,1900.0,2,1.5,12.0,1.3,11.0,44,0,1,0,0
Xperia sola,0.512,120.0,1320.0,2,1.0,5.0,0.0,8.0,44,0,0,0,0
Xperia U,0.512,140.0,1320.0,2,1.0,5.0,0.6,8.0,44,0,1,0,0
Xperia P,1.0,210.0,1305.0,2,1.0,8.0,0.6,16.0,44,0,0,0,0
Xperia S,1.0,230.0,1750.0,2,1.5,12.0,1.3,32.0,44,0,0,0,0
Xperia ion HSPA,1.0,250.0,1900.0,2,1.5,12.0,1.3,13.2,44,0,0,0,0
Xperia ion LTE,1.0,210.0,1900.0,2,1.5,12.0,1.3,16.0,44,0,0,0,0
Tablet P,1.0,210.0,3080.0,2,1.0,5.0,0.6,4.0,44,0,0,0,2
Tablet P 3G,1.0,180.0,3080.0,2,1.0,5.0,0.6,4.0,44,0,0,0,2
Xperia X10,0.384,120.0,1500.0,1,1.0,8.0,0.0,1.0,45,0,1,1,0
Mi-498 Dream Uno,1.0,90.0,1700.0,4,1.3,5.0,2.0,4.0,46,0,1,0,0
Mi-525 Pinnacle FHD,1.0,160.0,2100.0,4,1.5,8.0,2.0,8.0,46,0,1,0,0
Mi-515 Coolpad,1.0,130.0,2000.0,4,1.2,5.0,0.6,4.0,46,0,1,0,0
Mi-535 Stellar Pinnacle Pro,1.0,210.0,2550.0,4,1.2,8.0,5.0,16.0,46,0,1,1,0
Mi-500 Stellar Horizon,0.512,180.0,2400.0,2,1.0,5.0,0.6,4.0,46,0,1,0,0
myTouch Q 2,1.0,290.0,1500.0,1,1.4,5.0,0.6,4.0,47,0,1,0,0
myTouch 2,1.0,290.0,1500.0,1,1.4,5.0,0.6,4.0,47,0,1,0,0
myTouch Q,0.512,190.0,1500.0,1,1.0,5.0,0.0,2.0,47,0,1,0,0
G2x,0.512,350.0,1500.0,2,1.0,8.0,1.3,8.0,47,0,1,0,0
Sidekick 4G,0.512,310.0,1500.0,1,1.0,3.15,0.6,1.0,47,0,1,0,0
myTouch 4G,0.768,280.0,1400.0,1,1.0,5.0,0.6,4.0,47,0,1,0,0
G2,0.512,420.0,1300.0,1,0.8,5.0,0.0,4.0,47,0,1,0,0
HD2,0.5760000000000001,230.0,1230.0,1,1.0,5.0,0.0,1.0,47,2,1,0,0
Signature Touch (2015),4.0,9000.0,3160.0,8,1.56,21.0,2.1,64.0,48,0,0,0,2
Aster,2.0,5440.0,2275.0,4,2.3,13.0,2.1,64.0,48,0,0,0,2
Signature Touch,2.0,8290.0,2275.0,4,2.3,13.0,2.1,64.0,48,0,0,0,2
SL5011 Spark LTE,1.0,160.0,2200.0,4,1.0,13.0,8.0,16.0,58,0,0,1,0
SL6010 Cyprus LTE,1.0,190.0,2500.0,4,1.0,13.0,8.0,16.0,58,0,0,1,0
s354,0.512,60.0,1200.0,2,1.2,2.0,0.6,4.0,58,0,1,0,0
V5s,4.0,280.0,3000.0,8,1.5,13.0,20.0,64.0,59,0,0,0,2
Y67,4.0,270.0,3000.0,8,1.5,13.0,16.0,32.0,59,0,0,0,2
Xplay6,6.0,700.0,4080.0,4,2.15,12.0,16.0,128.0,59,0,0,0,2
V5,4.0,250.0,3000.0,8,1.5,13.0,20.0,32.0,59,0,0,0,2
X7 Plus,4.0,680.0,4000.0,8,1.8,16.0,16.0,64.0,59,0,0,0,2
X7,4.0,640.0,3000.0,8,1.8,13.0,16.0,64.0,59,0,0,0,2
V3Max,4.0,300.0,3000.0,8,1.8,13.0,8.0,32.0,59,0,0,0,2
V3,3.0,260.0,2550.0,8,1.5,13.0,8.0,32.0,59,0,0,0,0
X6S Plus,4.0,410.0,3000.0,8,1.8,16.0,8.0,64.0,59,0,0,0,2
X6S,4.0,350.0,2400.0,8,1.8,13.0,8.0,64.0,59,0,0,0,0
Xplay5 Elite,6.0,610.0,3600.0,4,2.15,16.0,8.0,128.0,59,0,0,0,2
Xplay5,4.0,520.0,3600.0,8,1.8,16.0,8.0,128.0,59,0,0,0,2
Y51,2.0,130.0,2350.0,4,1.2,8.0,5.0,16.0,59,0,0,0,0
Y31,1.0,130.0,2100.0,4,1.3,8.0,2.0,8.0,59,0,1,1,0
X5Max Platinum Edition,3.0,440.0,4150.0,8,1.7,13.0,5.0,32.0,59,0,0,1,2
X5Max+,2.0,430.0,2300.0,8,1.7,13.0,5.0,16.0,59,0,0,0,0
X5Max,2.0,470.0,2300.0,8,1.7,13.0,5.0,16.0,59,0,0,1,0
Y28,1.0,100.0,2100.0,4,1.3,8.0,5.0,8.0,59,0,1,1,0
Y15,0.512,110.0,1900.0,4,1.3,5.0,2.0,4.0,59,0,1,0,0
Tab Prime 7,2.0,190.0,5830.0,8,1.4,5.0,2.0,16.0,49,0,0,1,1
Smart Platinum 7,3.0,380.0,3000.0,8,1.8,16.0,8.0,32.0,49,0,0,0,2
Smart ultra 7,2.0,160.0,2960.0,8,1.8,13.0,5.0,16.0,49,0,0,0,2
Smart first 7,0.512,30.0,1400.0,4,1.3,2.0,0.0,4.0,49,0,1,0,0
Smart speed 6,1.0,70.0,1780.0,4,1.0,5.0,2.0,8.0,49,0,0,0,0
Smart ultra 6,2.0,170.0,3000.0,8,1.5,13.0,5.0,16.0,49,0,1,0,2
Smart first 6,0.512,60.0,1400.0,2,1.0,2.0,0.0,4.0,49,0,1,0,0
Smart 4 turbo,1.0,100.0,1880.0,4,1.2,5.0,0.6,4.0,49,0,1,0,0
Smart 4 power,1.0,150.0,3000.0,4,1.3,5.0,0.6,4.0,49,0,0,0,2
Smart 4 mini,0.512,50.0,1400.0,2,1.3,3.15,0.0,4.0,49,0,1,0,0
Smart III 975,0.512,110.0,1500.0,1,1.0,5.0,0.0,4.0,49,0,1,0,0
Smart Tab II 10,1.0,270.0,6340.0,2,1.5,5.0,1.3,16.0,49,0,0,0,1
Smart Tab II 7,1.0,180.0,3550.0,1,1.0,2.0,0.6,4.0,49,0,0,0,2
Lenny,0.512,100.0,1800.0,2,1.3,5.0,1.3,4.0,50,0,1,0,0
Highway 4G,2.0,300.0,2350.0,4,2.0,16.0,8.0,16.0,50,0,0,0,0
Highway Signs,1.0,200.0,2000.0,8,1.4,8.0,5.0,8.0,50,0,0,0,0
Highway,2.0,350.0,2350.0,8,2.0,16.0,8.0,32.0,50,0,0,0,0
Mi Max 2,4.0,280.0,5300.0,8,2.0,12.0,5.0,128.0,52,0,0,0,2
Mi 6,6.0,400.0,3350.0,8,2.45,12.0,8.0,128.0,52,0,0,1,2
Mi Pad 3,4.0,290.0,6600.0,6,2.1,13.0,5.0,64.0,52,0,0,1,1
Mi 5c,3.0,300.0,2860.0,8,2.2,12.0,8.0,64.0,52,0,0,0,2
Redmi 4a,2.0,110.0,3120.0,4,1.4,13.0,5.0,32.0,52,0,0,0,2
Redmi 4 (China),2.0,130.0,4100.0,8,1.4,13.0,5.0,16.0,52,0,0,1,2
Redmi 4 Prime,3.0,160.0,4100.0,8,2.0,13.0,5.0,32.0,52,0,0,1,2
Redmi 3x,2.0,170.0,4100.0,8,1.4,13.0,5.0,32.0,52,0,0,0,2
Redmi 3s Prime,3.0,150.0,4100.0,8,1.4,13.0,5.0,32.0,52,0,0,0,2
Redmi 3s,2.0,120.0,4100.0,8,1.4,13.0,5.0,16.0,52,0,0,0,2
Redmi 3 Pro,3.0,250.0,4100.0,8,1.5,13.0,5.0,32.0,52,0,0,0,2
Mi Max,3.0,170.0,4850.0,6,1.4,16.0,5.0,64.0,52,0,0,0,2
Mi 4s,3.0,220.0,3260.0,6,1.4,13.0,5.0,64.0,52,0,0,0,2
Redmi 3,2.0,160.0,4100.0,8,1.5,13.0,5.0,16.0,52,0,0,0,2
Redmi Note Prime,2.0,140.0,3100.0,4,1.2,13.0,5.0,16.0,52,0,1,1,2
Mi Pad 2,2.0,180.0,6190.0,4,2.24,8.0,5.0,64.0,52,0,0,1,1
Redmi Note 3 (MediaTek),2.0,180.0,4000.0,8,2.0,13.0,5.0,16.0,52,0,0,1,2
Mi 4c,2.0,210.0,3080.0,6,1.4,13.0,5.0,16.0,52,0,0,0,2
Redmi 2 Prime,2.0,120.0,2200.0,4,1.2,8.0,2.0,16.0,52,0,1,1,0
Mi 4i,2.0,260.0,3120.0,8,1.7,13.0,5.0,32.0,52,0,0,0,2
Mi Note Pro,4.0,250.0,3000.0,8,1.5,13.0,4.0,64.0,52,0,0,0,2
Mi Note,3.0,190.0,3000.0,4,2.5,13.0,4.0,64.0,52,0,0,0,2
Redmi 2A,1.0,130.0,2200.0,4,1.5,8.0,2.0,8.0,52,0,1,0,0
Redmi 2,1.0,130.0,2200.0,4,1.2,8.0,2.0,8.0,52,0,1,1,0
Mi 4 LTE,3.0,230.0,3080.0,4,2.5,13.0,8.0,16.0,52,0,0,0,2
Redmi Note 4G,2.0,160.0,3100.0,4,1.6,13.0,5.0,8.0,52,0,1,1,2
Mi Pad 7.9,2.0,240.0,6700.0,4,2.2,8.0,5.0,64.0,52,0,0,1,1
Mi 3,2.0,200.0,3050.0,4,2.3,13.0,2.0,64.0,52,0,0,0,2
Redmi 1S,1.0,90.0,2000.0,4,1.6,8.0,1.6,8.0,52,0,1,0,0
Redmi,1.0,100.0,2000.0,4,1.5,8.0,1.3,4.0,52,0,1,1,0
Mi 2S,2.0,250.0,2000.0,4,1.7,8.0,2.0,32.0,52,0,1,0,0
Mi 2,2.0,250.0,2000.0,4,1.5,8.0,2.0,32.0,52,0,1,0,0
Mi 1S,1.0,190.0,1930.0,2,1.7,8.0,2.0,4.0,52,0,1,0,0
Black 1X,3.0,140.0,2400.0,8,1.3,13.0,5.0,32.0,51,0,0,1,0
Black,2.0,180.0,3200.0,8,1.5,13.0,5.0,16.0,51,0,0,1,2
Era,1.0,60.0,2100.0,4,1.2,8.0,2.0,8.0,51,0,1,0,0
Prime,1.0,80.0,1800.0,4,1.3,5.0,0.6,8.0,51,0,1,0,0
A1010,0.512,80.0,2500.0,2,1.0,5.0,0.6,4.0,51,0,1,1,0
Win Q1000,1.0,120.0,2200.0,4,1.2,8.0,2.0,8.0,51,2,1,1,0
8X-1020,1.0,120.0,2500.0,8,1.4,8.0,5.0,8.0,51,0,0,1,0
Omega 5.5,1.0,130.0,2600.0,8,1.4,13.0,2.0,8.0,51,0,1,0,0
Omega 5.0,1.0,110.0,2100.0,8,1.4,8.0,2.0,8.0,51,0,0,0,0
Opus 3,1.0,120.0,2500.0,4,1.3,8.0,5.0,8.0,51,0,1,1,0
Q1020,1.0,150.0,2100.0,4,1.3,13.0,2.0,8.0,51,0,1,1,0
One,1.0,80.0,1700.0,4,1.3,5.0,0.6,8.0,51,0,1,0,0
Opus HD,1.0,120.0,2500.0,4,1.2,8.0,2.0,8.0,51,0,1,0,0
Play 8X-1100,2.0,190.0,2100.0,8,1.7,13.0,5.0,16.0,51,0,1,1,0
Play 8X-1200,2.0,270.0,2300.0,8,2.0,13.0,5.0,32.0,51,0,0,0,0
Hive 8X-1000,2.0,170.0,1920.0,8,1.4,8.0,2.0,16.0,51,0,0,0,0
Win Q900s,1.0,120.0,1800.0,4,1.2,8.0,2.0,8.0,51,2,1,1,0
A500S Lite,0.512,60.0,1400.0,2,1.3,3.15,0.6,4.0,51,0,1,0,0
Q1010i,1.0,160.0,2250.0,4,1.3,8.0,2.0,8.0,51,0,0,0,0
A510s,1.0,100.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,0
Q2500,1.0,170.0,3000.0,4,1.3,8.0,2.0,4.0,51,0,1,1,2
A500 Club,0.512,80.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,0
Q1010,1.0,140.0,2250.0,4,1.3,8.0,2.0,4.0,51,0,1,1,0
Q1100,1.0,140.0,2000.0,4,1.4,8.0,2.0,8.0,51,0,1,0,0
Q700s,1.0,120.0,1800.0,4,1.3,8.0,0.6,4.0,51,0,1,0,0
Q3000,2.0,250.0,4000.0,4,1.5,13.0,5.0,16.0,51,0,1,0,2
Q1000 Opus,1.0,100.0,2000.0,4,1.2,5.0,0.6,4.0,51,0,1,1,0
LT900,1.0,190.0,1810.0,2,1.5,8.0,1.0,8.0,51,0,1,0,0
Play Tegra Note,1.0,190.0,4100.0,4,1.8,5.0,0.6,16.0,51,0,0,0,2
Q500,1.0,90.0,1450.0,4,1.2,5.0,0.6,4.0,51,0,1,0,0
Q800 X-Edition,1.0,100.0,2100.0,4,1.2,8.0,1.0,4.0,51,0,1,0,0
A500S IPS,0.512,120.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,0
Q2000,1.0,160.0,2600.0,4,1.2,13.0,2.0,8.0,51,0,1,1,0
Q900,1.0,120.0,1800.0,4,1.2,8.0,2.0,4.0,51,0,1,1,0
A600,0.512,80.0,1900.0,2,1.3,5.0,0.6,4.0,51,0,1,1,0
A500L,0.512,80.0,1500.0,2,1.3,3.15,0.6,4.0,51,0,1,0,0
Q700i,1.0,120.0,2400.0,4,1.2,8.0,2.0,4.0,51,0,1,0,0
Tab,1.0,120.0,4000.0,4,1.2,2.0,0.6,4.0,51,0,0,0,2
Q1000s,1.0,170.0,2500.0,4,1.5,13.0,5.0,16.0,51,0,1,1,0
A500S,0.512,120.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,0
Play,1.0,170.0,2000.0,4,1.5,8.0,2.0,4.0,51,0,1,0,0
Q600,0.512,120.0,2000.0,4,1.2,5.0,0.6,4.0,51,0,1,0,0
X1000,1.0,170.0,1900.0,1,2.0,8.0,1.3,8.0,51,0,1,0,0
X910,1.0,140.0,2000.0,1,1.6,5.0,0.6,4.0,51,0,1,0,0
X500,0.512,100.0,1500.0,1,1.2,5.0,0.0,4.0,51,0,1,0,0
Q1000,1.0,150.0,2100.0,4,1.2,8.0,1.2,4.0,51,0,1,0,0
Q800,1.0,130.0,2100.0,4,1.2,8.0,1.0,4.0,51,0,1,0,0
Q700,1.0,100.0,2400.0,4,1.2,5.0,0.6,4.0,51,0,1,0,0
Andy A5,0.512,190.0,2000.0,4,1.2,13.1,2.0,4.0,54,0,1,0,0
YotaPhone 2,2.0,150.0,2500.0,4,2.3,8.0,2.1,32.0,55,0,0,0,0
YotaPhone,2.0,420.0,1800.0,2,1.7,13.0,1.0,32.0,55,0,0,0,0
Yunique Plus,2.0,80.0,2000.0,4,1.2,8.0,2.0,8.0,53,0,0,1,0
Yunicorn,4.0,180.0,4000.0,8,1.8,13.0,5.0,32.0,53,0,0,1,2
Yureka Note,3.0,180.0,4000.0,8,1.5,13.0,8.0,16.0,53,0,0,1,2
Yutopia,4.0,420.0,3000.0,8,2.0,21.0,8.0,32.0,53,0,0,1,2
Yunique,1.0,70.0,2000.0,4,1.2,8.0,2.0,8.0,53,0,0,1,0
Yuphoria,2.0,90.0,2230.0,4,1.2,8.0,5.0,16.0,53,0,1,0,0
Yureka Plus,2.0,130.0,2500.0,8,1.7,13.0,5.0,16.0,53,0,1,1,0
Yureka,2.0,130.0,2500.0,8,1.7,13.0,5.0,16.0,53,0,1,1,0
Axon 7s,6.0,700.0,3400.0,4,2.35,20.0,8.0,128.0,56,0,0,0,2
nubia N1 lite,2.0,160.0,3000.0,4,1.5,8.0,5.0,16.0,56,0,0,0,2
Blade V8 Lite,2.0,170.0,2500.0,8,1.5,8.0,5.0,16.0,56,0,0,0,0
Blade A2 Plus,4.0,200.0,5000.0,8,1.5,13.0,8.0,32.0,56,0,0,0,2
Blade V8 Pro,3.0,260.0,3140.0,8,2.0,13.0,8.0,32.0,56,0,0,0,2
Axon 7 Max,4.0,500.0,4100.0,8,2.0,13.0,13.0,64.0,56,0,0,0,2
nubia Z11 mini S,4.0,270.0,3000.0,8,2.0,23.0,13.0,128.0,56,0,0,0,2
Axon 7 mini,3.0,270.0,2705.0,8,1.5,16.0,8.0,32.0,56,0,0,0,0
Zmax Pro,2.0,110.0,3400.0,8,1.5,13.0,5.0,32.0,56,0,0,0,2
nubia N1,3.0,230.0,5000.0,8,2.0,13.0,13.0,64.0,56,0,0,1,2
nubia Z11 Max,4.0,360.0,4000.0,8,1.8,16.0,8.0,64.0,56,0,0,0,2
Axon 7,4.0,410.0,3250.0,4,2.15,20.0,8.0,64.0,56,0,0,0,2
Blade L110,0.512,70.0,1400.0,4,1.3,5.0,2.0,4.0,56,0,1,0,0
Grand X Max 2,2.0,210.0,3400.0,8,1.5,13.0,5.0,16.0,56,0,0,0,2
nubia Z11 mini,3.0,250.0,2800.0,8,1.2,16.0,8.0,64.0,56,0,0,0,2
Blade L5 Plus,1.0,90.0,2150.0,4,1.3,8.0,2.0,8.0,56,0,1,0,0
Blade V Plus,2.0,270.0,3000.0,8,1.3,13.0,5.0,16.0,56,0,0,0,2
Blade A512,2.0,170.0,2540.0,4,1.4,13.0,5.0,16.0,56,0,0,0,0
Blade V7,2.0,180.0,2500.0,8,1.3,13.0,5.0,16.0,56,0,0,0,0
Blade A2,2.0,130.0,2500.0,8,1.5,13.0,5.0,16.0,56,0,0,0,0
Blade V7 Lite,2.0,120.0,2500.0,4,1.0,13.0,8.0,16.0,56,0,0,0,0
nubia Prague S,3.0,390.0,2200.0,8,1.5,13.0,8.0,64.0,56,0,0,0,0
Grand X 3,2.0,120.0,3080.0,4,1.3,8.0,2.0,16.0,56,0,1,0,2
Avid Plus,1.0,110.0,2300.0,4,1.1,5.0,2.0,8.0,56,0,1,0,0
Blade X9,2.0,170.0,3000.0,8,1.5,13.0,5.0,16.0,56,0,0,0,2
Axon,2.0,290.0,3000.0,4,2.3,13.0,8.0,32.0,56,0,0,0,2
Blade S7,3.0,280.0,2500.0,8,1.5,13.0,13.0,32.0,56,0,0,0,0
Axon mini,3.0,330.0,2800.0,8,1.5,13.0,8.0,32.0,56,0,0,0,2
Zmax 2,2.0,130.0,3000.0,4,1.2,8.0,2.0,16.0,56,0,1,0,2
Axon Elite,3.0,420.0,3000.0,8,1.5,13.0,8.0,32.0,56,0,0,0,2
Axon Lux,4.0,450.0,3000.0,8,1.5,13.0,8.0,128.0,56,0,0,0,2
Axon Pro,4.0,350.0,3000.0,8,1.5,13.0,8.0,64.0,56,0,0,0,2
Obsidian,1.0,130.0,1800.0,4,1.0,5.0,2.0,4.0,56,0,1,0,0
Grand X2,2.0,130.0,2480.0,4,1.2,8.0,2.0,16.0,56,0,1,0,0
Blade Apex 3,1.0,110.0,2000.0,4,1.2,5.0,2.0,8.0,56,0,0,0,0
Maven,1.0,50.0,2100.0,4,1.2,5.0,0.6,8.0,56,0,0,0,0
Blade Qlux 4G,1.0,70.0,2200.0,4,1.3,8.0,5.0,8.0,56,0,1,0,0
Blade S6 Plus,2.0,280.0,3000.0,8,1.7,13.0,5.0,16.0,56,0,0,0,2
nubia Z9 Max,3.0,200.0,2900.0,8,1.5,16.0,8.0,16.0,56,0,0,0,2
nubia Z9 mini,2.0,170.0,2900.0,8,1.5,16.0,8.0,16.0,56,0,0,0,2
Grand S3,3.0,300.0,3100.0,4,2.5,16.0,8.0,16.0,56,0,0,0,2
Blade L3 Plus,1.0,100.0,2000.0,4,1.3,13.0,5.0,8.0,56,0,1,0,0
Blade L3,1.0,80.0,2000.0,4,1.3,8.0,2.0,8.0,56,0,1,0,0
Blade G Lux,0.512,100.0,1850.0,2,1.3,5.0,2.0,4.0,56,0,1,0,0
Blade G,0.512,70.0,1200.0,2,1.0,2.0,0.6,4.0,56,0,1,0,0
V5 Lux,1.0,210.0,2400.0,4,1.2,13.0,5.0,8.0,56,0,0,0,0
Blade S6,2.0,220.0,2400.0,8,1.5,13.0,5.0,16.0,56,0,0,0,0
Star 2,2.0,330.0,2400.0,4,2.3,13.0,5.0,16.0,56,0,0,1,0
Speed,1.0,80.0,2000.0,4,1.2,5.0,2.0,8.0,56,0,0,1,0
Grand S II,2.0,180.0,2500.0,4,2.2,13.0,5.0,16.0,56,0,1,0,0
Zmax,2.0,200.0,3400.0,4,1.2,8.0,1.6,16.0,56,0,0,0,2
Blade Vec 4G,1.0,180.0,2300.0,4,1.2,8.0,2.0,16.0,56,0,0,0,0
Blade Vec 3G,1.0,170.0,2300.0,4,1.3,8.0,5.0,8.0,56,0,1,0,0
Kis 3 Max,0.512,120.0,1850.0,2,1.3,5.0,2.0,4.0,56,0,1,0,0
nubia Z5S mini NX405H,2.0,210.0,2000.0,4,1.2,13.0,5.0,16.0,56,0,0,0,0
nubia Z7,3.0,250.0,3000.0,4,2.5,13.0,5.0,32.0,56,0,0,0,2
nubia Z7 Max,2.0,240.0,3100.0,4,2.5,13.0,5.0,32.0,56,0,0,0,2
nubia Z7 mini,2.0,180.0,2300.0,4,2.0,13.0,5.0,16.0,56,0,0,0,0
Blade L2,1.0,130.0,2000.0,4,1.3,5.0,0.6,4.0,56,0,1,0,0
Blade G2,0.512,100.0,2000.0,4,1.2,5.0,0.6,4.0,56,0,1,0,0
Star 1,2.0,200.0,2300.0,4,1.6,8.0,5.0,16.0,56,0,0,1,0
Grand S II S291,2.0,250.0,3100.0,4,2.3,13.0,2.0,16.0,56,0,0,0,2
nubia Z5S,2.0,290.0,2300.0,4,2.3,13.0,5.0,32.0,56,0,0,0,0
nubia Z5S mini NX403A,2.0,230.0,2000.0,4,1.7,13.0,5.0,16.0,56,0,1,0,0
Grand S Flex,1.0,310.0,2300.0,2,1.2,8.0,1.0,16.0,56,0,0,0,0
Warp 4G,1.0,150.0,2070.0,2,1.2,8.0,1.0,8.0,56,0,1,0,0
Blade G V880G,0.512,280.0,2000.0,2,1.2,5.0,0.6,4.0,56,0,1,0,0
Reef,1.0,110.0,1650.0,1,1.0,5.0,1.0,4.0,56,0,1,0,0
Vital N9810,1.0,270.0,2500.0,2,1.5,13.0,1.0,8.0,56,0,1,0,0
Grand X Pro,1.0,110.0,2000.0,2,1.2,8.0,0.6,4.0,56,0,0,0,0
Grand X Quad V987,1.0,200.0,2500.0,4,1.2,8.0,1.3,4.0,56,0,1,0,0
Grand Memo V9815,2.0,340.0,3200.0,4,1.7,13.0,1.0,16.0,56,0,0,0,2
Blade C V807,0.512,130.0,1600.0,2,1.0,3.15,0.0,4.0,56,0,1,0,0
Grand S,2.0,430.0,1780.0,4,1.7,13.0,2.0,16.0,56,0,0,0,0
Groove X501,0.512,100.0,1500.0,1,0.8,3.15,0.6,1.0,56,0,1,0,0
nubia Z5,2.0,520.0,2300.0,4,1.5,13.0,2.0,32.0,56,0,0,0,0
Flash,1.0,360.0,1780.0,2,1.5,12.6,1.0,8.0,56,0,1,0,0
Grand Era U895,1.0,380.0,1800.0,4,1.5,8.0,1.3,4.0,56,0,1,0,0
Blade III,0.512,190.0,1600.0,1,1.0,5.0,0.0,4.0,56,0,1,0,0
Grand X IN,1.0,430.0,1650.0,1,1.6,8.0,0.6,16.0,56,0,1,0,0
Grand X LTE T82,1.0,340.0,1900.0,2,1.5,8.0,1.3,4.0,56,0,1,0,0
Grand X V970,1.0,230.0,1600.0,1,1.0,5.0,0.6,4.0,56,0,1,0,0
Optik,1.0,230.0,4000.0,2,1.2,5.0,2.0,16.0,56,0,0,0,2
Light Tab 2 V9A,0.512,250.0,3400.0,1,1.4,3.2,0.6,4.0,56,0,0,0,2
Tania,0.512,210.0,1400.0,1,1.0,5.0,0.0,4.0,56,2,1,0,0
